Date,BCI,BCIp,BCIg
1/3/80,102.5,-76.1,-4.7
1/10/80,101.8,-85.6,-5.6
1/17/80,102,-83.2,-6.3
1/24/80,101.9,-85.4,-6.5
1/31/80,101.6,-89.3,-6.6
2/7/80,101.1,-97,-6.6
2/14/80,101,-97.7,-6.7
2/21/80,100.3,-108,-7
2/28/80,99.8,-116,-7.5
3/6/80,99.3,-123.2,-7.9
3/13/80,98.1,-140.6,-8.8
3/20/80,97,-155.9,-9.9
3/27/80,95.5,-178.5,-11.3
4/3/80,94.8,-188.8,-12.8
4/10/80,94.6,-191.2,-13.9
4/17/80,94.1,-199,-14.7
4/24/80,93.1,-213.8,-15.2
5/1/80,92.2,-226.3,-15.8
5/8/80,91.4,-238.6,-16.7
5/15/80,90.2,-255.9,-17.8
5/22/80,89.7,-263.8,-18.7
5/29/80,88.3,-284.9,-19.8
6/5/80,86.7,-307.8,-21.1
6/12/80,86.1,-316.6,-22.2
6/19/80,85.7,-322.3,-23.2
6/26/80,86.3,-313.6,-23.4
7/3/80,86.5,-310.2,-22.8
7/10/80,86.8,-306.5,-21.8
7/17/80,87.1,-301.2,-20.5
7/24/80,87.7,-292.5,-19.3
7/31/80,88.5,100,-17.8
8/7/80,88.8,100,-16.2
8/14/80,89.5,100,-14.5
8/21/80,89.6,100,-13.1
8/28/80,90.6,100,-11.5
9/4/80,90.9,100,-9.9
9/11/80,91.3,100,-8.4
9/18/80,92.1,100,-6.6
9/25/80,92.9,100,-4.9
10/2/80,92.5,93.5,-3.5
10/9/80,93.3,100,-1.9
10/16/80,93.6,100,-0.6
10/23/80,94,100,0.6
10/30/80,93.4,89.1,1.6
11/6/80,93,82.5,2
11/13/80,93.6,92.2,2.5
11/20/80,94.8,100,3.4
11/27/80,95.1,100,4.7
12/4/80,94.7,92.9,6.1
12/11/80,94,80.2,6.7
12/18/80,93.5,71.3,6.5
12/25/80,94.2,84.5,6.5
1/1/81,94.7,91.9,6.9
1/8/81,94.6,91.6,7.6
1/15/81,94,80.2,8.2
1/22/81,93.9,78.1,8.3
1/29/81,93.2,65.4,7.9
2/5/81,92.7,57.6,7.2
2/12/81,92.7,56.9,6.8
2/19/81,92.3,50.7,6.3
2/26/81,91.4,35,5.7
3/5/81,91.5,36.7,5.5
3/12/81,91.6,37.8,5.2
3/19/81,92,45,5.3
3/26/81,92.2,48.4,6
4/2/81,92.2,47.9,6.6
4/9/81,92,45,7
4/16/81,91.7,40.3,7
4/23/81,92,44.6,7
4/30/81,91.7,39.7,6.8
5/7/81,90.9,25.6,6.3
5/14/81,90.3,15.1,5.6
5/21/81,90.3,15.3,4.7
5/28/81,89.9,7.2,3.8
6/4/81,89.4,-0.2,3
6/11/81,88.8,-11.7,2.1
6/18/81,88.9,-10.4,1.3
6/25/81,88.5,-16.2,0.5
7/2/81,88.2,-23,-0.3
7/9/81,87.2,-40.6,-1.2
7/16/81,87.3,-37.8,-2.1
7/23/81,87.3,-38.2,-2.8
7/30/81,86.4,-54.9,-3.7
8/6/81,86.1,-59.8,-4.2
8/13/81,86.1,-59.9,-4.8
8/20/81,85.2,-75.2,-5.8
8/27/81,84.3,-91.3,-6.7
9/3/81,83.5,-105.5,-7.9
9/10/81,82.7,-119.5,-9.4
9/17/81,82.7,-119.1,-10.4
9/24/81,81.6,-138,-11.4
10/1/81,80.5,-158,-12.5
10/8/81,80.4,-160.1,-13.3
10/15/81,80.2,-162.9,-14.1
10/22/81,79.7,-172.6,-14.7
10/29/81,78.8,-187.9,-15
11/5/81,78.7,-190.8,-15.4
11/12/81,78.2,-198,-15.9
11/19/81,77.5,-212.1,-16.5
11/26/81,77.3,-214,-16.8
12/3/81,77.3,-215,-16.9
12/10/81,77.2,-217,-16.9
12/17/81,76.4,-230,-16.8
12/24/81,76.4,-231.4,-16.7
12/31/81,76,-238.1,-16.8
1/7/82,75.5,-246.6,-17
1/14/82,74.9,-257.2,-17.2
1/21/82,74.9,-256.6,-17.2
1/28/82,75.1,-253.9,-17.1
2/4/82,75.6,-243.9,-16.3
2/11/82,75.4,-248.2,-15.4
2/18/82,75,-255.5,-14.8
2/25/82,74,-273.1,-14.7
3/4/82,73.3,-286.1,-15.4
3/11/82,72.3,-303.3,-16.4
3/18/82,71.8,-311.6,-17.4
3/25/82,72,-308.8,-17.8
4/1/82,71.5,-316.8,-18
4/8/82,71.4,-318.3,-17.7
4/15/82,71.3,-320.1,-17.3
4/22/82,70.9,-327.7,-17.1
4/29/82,70.7,-331,-16.8
5/6/82,70.4,-336.5,-16.6
5/13/82,70.4,-336.4,-16.3
5/20/82,69.9,-344.8,-16.1
5/27/82,69.1,-359.8,-16.2
6/3/82,68.1,-376.6,-16.7
6/10/82,67.8,-383.2,-17.4
6/17/82,67.3,-390.6,-18.1
6/24/82,66.8,-399.9,-18.5
7/1/82,67.3,-391.8,-18.2
7/8/82,67.2,-393,-17.7
7/15/82,67.2,-392.4,-17
7/22/82,67.7,-385.1,-15.7
7/29/82,67.2,-393.4,-15
8/5/82,66.6,-403.5,-14.6
8/12/82,66,-413.9,-14.5
8/19/82,66,-414.4,-14.7
8/26/82,67,-396.2,-14
9/2/82,67.5,-388.6,-12.7
9/9/82,67.8,-382.9,-10.9
9/16/82,67.8,-383.4,-9.1
9/23/82,67.7,-385.1,-8
9/30/82,67.8,-383.4,-7.2
10/7/82,67.6,-385.8,-6.6
10/14/82,68.6,-367.6,-5.4
10/21/82,68.9,-363.1,-4
10/28/82,69.7,-348.1,-2.2
11/4/82,70.1,-342.1,0
11/11/82,70.9,-328.1,2
11/18/82,70.5,-335.1,3.5
11/25/82,70.3,-337.8,4.4
12/2/82,70.2,100,4.9
12/9/82,71.1,100,5.4
12/16/82,70.9,96.2,6
12/23/82,71.1,100,6.9
12/30/82,72.2,100,8.6
1/6/83,72.6,100,10
1/13/83,74.1,100,12.6
1/20/83,75,100,15.6
1/27/83,74.7,93.5,17.5
2/3/83,75,100,19.3
2/10/83,75.3,100,20.2
2/17/83,75.6,100,20.7
2/24/83,75.6,99.6,21.4
3/3/83,76.6,100,22.5
3/10/83,77.1,100,23.8
3/17/83,77.2,100,24.9
3/24/83,77.3,100,25.9
3/31/83,77.5,100,26.4
4/7/83,77.5,99.6,26.3
4/14/83,77.7,100,26.2
4/21/83,78,100,26.4
4/28/83,78.6,100,26.9
5/5/83,79.1,100,27.7
5/12/83,79.7,100,28.7
5/19/83,79.7,100,29.5
5/26/83,80.4,100,30.3
6/2/83,80.6,100,30.8
6/9/83,81.4,100,31.4
6/16/83,81.7,100,32.1
6/23/83,82.5,100,32.8
6/30/83,82.9,100,33.6
7/7/83,83.4,100,34.2
7/14/83,84,100,34.9
7/21/83,84.2,100,35.1
7/28/83,84.9,100,35.6
8/4/83,84.7,95,35.4
8/11/83,84.8,97.9,35
8/18/83,85.3,100,34.6
8/25/83,85.2,97.4,33.6
9/1/83,84.9,92,32.5
9/8/83,85.2,97.8,31.6
9/15/83,85.2,98.8,30.5
9/22/83,85.5,100,29.6
9/29/83,85.7,100,29.1
10/6/83,85.4,95.4,28.2
10/13/83,86.4,100,28
10/20/83,86.5,100,27.6
10/27/83,86.7,100,27.3
11/3/83,86.9,100,27.3
11/10/83,87.1,100,26.8
11/17/83,88.1,100,26.9
11/24/83,88.3,100,26.9
12/1/83,88.3,100,26.9
12/8/83,88.7,100,27
12/15/83,89,100,26.6
12/22/83,89.1,100,26.1
12/29/83,89.2,100,25.7
1/5/84,89.6,100,25.3
1/12/84,90.6,100,25.4
1/19/84,91,100,25.7
1/26/84,92.2,100,26.7
2/2/84,92.6,100,27.8
2/9/84,92.6,99.1,28.1
2/16/84,92.5,96.7,28.2
2/23/84,92.8,100,27.6
3/1/84,92.8,98.9,26.8
3/8/84,92.4,92.6,25.8
3/15/84,92.3,90.5,24.8
3/22/84,92.6,96.2,23.8
3/29/84,92.6,96.3,22.9
4/5/84,92.8,99.7,22.4
4/12/84,92.6,95.4,21.8
4/19/84,92.9,100,21.2
4/26/84,92.8,98.3,20.5
5/3/84,92.9,99.9,19.8
5/10/84,92.8,98,19.2
5/17/84,92.5,93.7,18.3
5/24/84,92.2,88.2,17.3
5/31/84,91.8,81.1,16.1
6/7/84,92.5,92.9,15.3
6/14/84,92.6,94.6,14.8
6/21/84,92.3,89.9,14.4
6/28/84,92.5,93.4,14.3
7/5/84,92.6,95,13.9
7/12/84,92.7,96.4,13.5
7/19/84,92.4,91.2,13.1
7/26/84,92.3,89.5,12.6
8/2/84,92.8,98.5,12.3
8/9/84,94.1,100,12.7
8/16/84,94.7,100,13.6
8/23/84,94.6,98.3,14.5
8/30/84,94.4,95.3,15
9/6/84,94.1,89.9,14.6
9/13/84,93.9,86,13.8
9/20/84,94.1,89.5,13.1
9/27/84,93.4,77.7,12.2
10/4/84,93,70.2,11.2
10/11/84,92.4,59.3,10
10/18/84,92.5,61.1,8.8
10/25/84,92.4,60.2,8
11/1/84,92.9,69.3,7.7
11/8/84,93.5,79.7,8.1
11/15/84,93.5,79.9,8.4
11/22/84,93.4,78,8.7
11/29/84,93.5,79.5,8.7
12/6/84,93.5,80.2,8.5
12/13/84,93.9,86.9,8.5
12/20/84,94.1,90.8,8.7
12/27/84,93.7,82.9,8.6
1/3/85,93.8,83.9,8.5
1/10/85,93.3,76.6,8
1/17/85,93.6,81,7.5
1/24/85,94.2,90.9,7.6
1/31/85,95,100,8.2
2/7/85,94.9,98,8.9
2/14/85,94.9,97.4,9.5
2/21/85,94.9,97.3,9.8
2/28/85,95,100,9.7
3/7/85,95.3,100,9.8
3/14/85,95.3,100,9.9
3/21/85,95.3,99.3,10.1
3/28/85,95.7,100,10.3
4/4/85,96.2,100,10.7
4/11/85,96.5,100,11.2
4/18/85,96.7,100,11.8
4/25/85,96.6,97.9,12.1
5/2/85,96.5,96.5,12.1
5/9/85,96.5,97.3,12
5/16/85,96.9,100,12
5/23/85,97.5,100,12.3
5/30/85,97.2,96.2,12.5
6/6/85,97.2,96.1,12.7
6/13/85,97,92.6,12.5
6/20/85,96.7,87.5,11.9
6/27/85,97.5,100,11.9
7/4/85,98.2,100,12.2
7/11/85,98.7,100,12.8
7/18/85,98.6,99.7,13.6
7/25/85,98.9,100,14.1
8/1/85,99.2,100,14.4
8/8/85,99.3,100,14.5
8/15/85,99.3,99.3,14.5
8/22/85,99.1,96.1,14.4
8/29/85,99.3,100,14.3
9/5/85,99.6,100,14.2
9/12/85,99.5,98.6,14.1
9/19/85,99,90.3,13.8
9/26/85,98.7,85.4,13.3
10/3/85,98.9,88.7,12.7
10/10/85,98.6,83.1,12
10/17/85,98.6,82.6,11.5
10/24/85,99,90.6,11.4
10/31/85,98.6,82.7,11
11/7/85,98.5,81.4,10.7
11/14/85,98.7,85.3,10.5
11/21/85,99.2,93.1,10.4
11/28/85,99.4,96.7,10.6
12/5/85,99.6,99.8,10.9
12/12/85,99.7,100,11.2
12/19/85,99.7,100,11.2
12/26/85,100.3,100,11.4
1/2/86,101.3,100,12.1
1/9/86,101.6,100,12.9
1/16/86,101,90,13.3
1/23/86,101.2,91.9,13.4
1/30/86,101.6,99.7,13.3
2/6/86,102,100,13.2
2/13/86,102.5,100,13.6
2/20/86,103,100,14.3
2/27/86,103.4,100,14.9
3/6/86,103.3,98.7,15.2
3/13/86,103.7,100,15.5
3/20/86,104.2,100,15.8
3/27/86,104.3,100,15.9
4/3/86,104.3,99.5,16.1
4/10/86,103.5,88,15.7
4/17/86,103.9,93.3,15.2
4/24/86,104.5,100,14.9
5/1/86,105.3,100,15.1
5/8/86,105.3,100,15.7
5/15/86,105.5,100,16.2
5/22/86,105.3,97.3,16.3
5/29/86,105.9,100,16.2
6/5/86,106.4,100,16.4
6/12/86,105.8,91.9,16.3
6/19/86,106.1,96.2,16.3
6/26/86,105.9,93.5,16
7/3/86,106.1,95.9,15.5
7/10/86,105.7,90.2,15.1
7/17/86,104.7,73.8,14
7/24/86,104.9,76.3,13.2
7/31/86,104.5,70,12.1
8/7/86,104,63,11
8/14/86,104.5,70.2,10.7
8/21/86,104.6,72.2,10.3
8/28/86,104.7,74.3,10.3
9/4/86,104.6,71.7,10.3
9/11/86,104.4,69.3,10.1
9/18/86,102.9,46.1,9.1
9/25/86,102.6,40.2,7.9
10/2/86,101.9,30.1,6.5
10/9/86,102,31.5,5.2
10/16/86,101.7,26.9,4.5
10/23/86,102.1,32.5,4.1
10/30/86,103.5,54.8,4.7
11/6/86,104.8,75,5.9
11/13/86,105.7,89.2,7.6
11/20/86,105.8,91.4,9.2
11/27/86,105.7,89.2,10.1
12/4/86,106.2,97.2,10.5
12/11/86,105.7,89.4,10.2
12/18/86,105.4,84.9,9.8
12/25/86,105.5,86.3,9.5
1/1/87,106,94,9.2
1/8/87,106.5,100,9.4
1/15/87,107.3,100,10.1
1/22/87,108.4,100,11.3
1/29/87,110.1,100,13
2/5/87,110.8,100,14.8
2/12/87,111.2,100,16.5
2/19/87,111.7,100,17.7
2/26/87,111.5,98,18.1
3/5/87,111.2,92.7,18
3/12/87,111.5,98.1,17.8
3/19/87,111.6,99.1,17.4
3/26/87,112.2,100,17.5
4/2/87,112.2,100,17.7
4/9/87,112.7,100,17.9
4/16/87,111.6,84.4,17.6
4/23/87,112.1,91.6,17.3
4/30/87,111.7,85.1,16.7
5/7/87,112.3,94.2,16.2
5/14/87,113.1,100,16.6
5/21/87,112.6,92.4,16.6
5/28/87,112.9,96.7,16.9
6/4/87,113.8,100,17.3
6/11/87,114.1,100,17.5
6/18/87,115.2,100,18.5
6/25/87,114.9,96.6,19.2
7/2/87,114.6,91.5,19.2
7/9/87,114.1,84.3,18.8
7/16/87,114.8,95.2,18.3
7/23/87,115.4,100,18.2
7/30/87,115.3,98.2,18.2
8/6/87,115.4,100,18.4
8/13/87,116.2,100,18.7
8/20/87,116.4,100,18.7
8/27/87,117.2,100,19.2
9/3/87,117,97.1,19.5
9/10/87,116.6,90.9,19.2
9/17/87,117.2,99.6,19
9/24/87,117,96.5,18.4
10/1/87,116.2,86.1,17.5
10/8/87,117.2,100,17.3
10/15/87,116.8,93.6,16.6
10/22/87,114.6,62.3,14.9
10/29/87,112.8,36.7,12.8
11/5/87,114.6,62.8,11.2
11/12/87,115.1,69.8,10
11/19/87,114.8,64.9,9.8
11/26/87,113.9,52.1,9.9
12/3/87,113.2,42,9
12/10/87,112.4,30.9,7.5
12/17/87,113,40.3,6.5
12/24/87,114,53.9,6.3
12/31/87,113.7,50.4,6.3
1/7/88,113.8,51.4,6.6
1/14/88,113.6,48.4,6.6
1/21/88,112.8,36.7,5.9
1/28/88,112.4,31.7,5.1
2/4/88,112.6,34.6,4.4
2/11/88,112.3,30.1,3.7
2/18/88,112.9,38.6,3.7
2/25/88,113.2,42.9,4
3/3/88,113.9,52.9,4.5
3/10/88,114.5,60.6,5.3
3/17/88,114.2,57.1,5.8
3/24/88,114.7,63.7,6.4
3/31/88,114.8,65.1,6.7
4/7/88,115.4,74.3,7
4/14/88,116.7,92.6,8
4/21/88,116,82.3,8.4
4/28/88,116.5,90.3,9.1
5/5/88,116.8,94.7,9.5
5/12/88,116.6,91.1,9.3
5/19/88,116.6,91.6,9.5
5/26/88,116.7,92.3,9.4
6/2/88,117.1,98.1,9.4
6/9/88,118.3,100,10
6/16/88,119.1,100,10.9
6/23/88,119,98.8,11.8
6/30/88,119.2,100,12.6
7/7/88,119.4,100,12.9
7/14/88,119.2,98.5,12.8
7/21/88,119.4,100,12.8
7/28/88,118.9,94.1,12.6
8/4/88,119.4,100,12.5
8/11/88,119.2,96.6,12.3
8/18/88,118.6,88,11.8
8/25/88,118.2,82.2,11.4
9/1/88,118,79.2,10.7
9/8/88,118.1,81.7,10.1
9/15/88,118.3,84.4,10
9/22/88,118.7,89.8,10.2
9/29/88,118.5,87,10.4
10/6/88,119,93.5,10.7
10/13/88,119.7,100,11.2
10/20/88,120,100,11.7
10/27/88,120.9,100,12.6
11/3/88,120.7,97.1,13.2
11/10/88,120.5,94.4,13.4
11/17/88,120.7,96.9,13.4
11/24/88,120,88.4,12.8
12/1/88,120.3,92.4,12.5
12/8/88,120.5,94.5,12.3
12/15/88,120.7,97.4,12.1
12/22/88,120.7,97.5,12.1
12/29/88,119.7,83.7,11.6
1/5/89,119.1,75,10.7
1/12/89,118.8,71.2,9.7
1/19/89,119,74.1,8.8
1/26/89,119.5,80.6,8.5
2/2/89,120.4,92.7,8.9
2/9/89,120.7,96.8,9.4
2/16/89,120.3,92.2,9.7
2/23/89,120.2,90.3,9.8
3/2/89,120.1,88.7,9.4
3/9/89,120.2,90.2,9
3/16/89,120.7,97.8,8.9
3/23/89,120.4,93.4,8.8
3/30/89,119.5,80.3,8.4
4/6/89,119,74.2,7.7
4/13/89,119,73.8,6.8
4/20/89,119.2,76.6,6.2
4/27/89,119.1,75.4,5.9
5/4/89,118.8,71,5.7
5/11/89,118.6,69,5.5
5/18/89,118.9,73.1,5.3
5/25/89,118.9,72.1,5.2
6/1/89,119.5,81.2,5.4
6/8/89,120.3,91.9,6
6/15/89,120.3,91.3,6.5
6/22/89,119.9,86.4,6.8
6/29/89,120.8,98.9,7.3
7/6/89,120.4,93.7,7.3
7/13/89,121,100,7.6
7/20/89,121.1,100,8.1
7/27/89,120.9,97,8
8/3/89,121.6,100,8.4
8/10/89,121.7,100,8.7
8/17/89,121.2,92.8,8.6
8/24/89,120.9,89.3,8.6
8/31/89,122.2,100,8.8
9/7/89,122.8,100,9.1
9/14/89,122.7,98.3,9.7
9/21/89,122.5,96.1,10.2
9/28/89,122.3,93,10.1
10/5/89,122.1,89.7,9.6
10/12/89,122.4,94,9.4
10/19/89,121,74.9,8.6
10/26/89,120.1,63,7.7
11/2/89,119.1,48.9,6.4
11/9/89,118.8,45.6,4.9
11/16/89,118.7,44.2,4.1
11/23/89,118.8,44.4,3.6
11/30/89,118.9,45.9,3.5
12/7/89,119,48.3,3.6
12/14/89,119.3,51.5,3.9
12/21/89,119.1,49.4,4.1
12/28/89,119.4,52.8,4.3
1/4/90,120,61.3,4.8
1/11/90,119.8,59.3,5
1/18/90,118.9,45.8,4.9
1/25/90,117.7,29.3,4.2
2/1/90,116.3,11,2.7
2/8/90,116.8,17.4,1.5
2/15/90,116.6,15.5,0.7
2/22/90,116.7,16,0.4
3/1/90,116,7,0.4
3/8/90,116.4,12,0.4
3/15/90,116.4,11.9,0.4
3/22/90,116.7,16.1,0.5
3/29/90,115.9,5.7,0.6
4/5/90,115.9,4.9,0.5
4/12/90,115.7,2.3,0.3
4/19/90,115.9,5.5,0.1
4/26/90,114.6,-12.7,-0.3
5/3/90,114.2,-18.3,-0.9
5/10/90,114.4,-15.6,-1.3
5/17/90,115.1,-5.5,-1.5
5/24/90,115.4,-0.9,-1
5/31/90,115.1,-5.5,-0.5
6/7/90,115,-7.6,-0.2
6/14/90,114.7,-11.5,-0.2
6/21/90,114.2,-18.3,-0.6
6/28/90,113.8,-24.1,-1
7/5/90,113.7,-25,-1.3
7/12/90,113.5,-28.2,-1.6
7/19/90,113.6,-26.8,-1.7
7/26/90,113,-35,-1.8
8/2/90,112.9,-36.1,-1.9
8/9/90,111.9,-48.8,-2.2
8/16/90,111.7,-52.2,-2.7
8/23/90,110.6,-67.1,-3.4
8/30/90,109.5,-81.7,-4.4
9/6/90,109.5,-81.7,-5.1
9/13/90,109.1,-87.2,-5.8
9/20/90,108.6,-94.1,-6.2
9/27/90,107.6,-108.3,-6.6
10/4/90,107.5,-110.2,-7
10/11/90,106.9,-117.5,-7.5
10/18/90,106.2,-127.9,-8.1
10/25/90,106.2,-127.5,-8.2
11/1/90,105.1,-142.1,-8.7
11/8/90,104.6,-148.6,-9.2
11/15/90,104.5,-151,-9.5
11/22/90,104.4,-152.3,-9.8
11/29/90,102.9,-172.1,-10.3
12/6/90,102.7,-174.6,-10.6
12/13/90,102.8,-173.9,-10.8
12/20/90,102.3,-180.2,-11.2
12/27/90,102.5,-178.5,-10.9
1/3/91,102.3,-180.5,-10.6
1/10/91,101.8,-187.5,-10.6
1/17/91,101.2,-195.8,-10.5
1/24/91,101.7,-189.1,-10.4
1/31/91,101.9,-186.9,-10
2/7/91,101.8,-187.7,-9.6
2/14/91,101.9,-185.8,-8.8
2/21/91,101.8,-187.1,-8.3
2/28/91,100.4,-206.2,-8.5
3/7/91,99.9,-213.3,-8.8
3/14/91,99.2,-222.5,-9.5
3/21/91,98.6,-231.4,-10.3
3/28/91,99.1,-224.6,-10.4
4/4/91,99.8,100,-10
4/11/91,99.7,98.2,-9.3
4/18/91,100,100,-8.2
4/25/91,100.4,100,-7.2
5/2/91,100.2,96.4,-6.5
5/9/91,100.3,98.6,-5.8
5/16/91,100,93.4,-5.3
5/23/91,99.9,92.8,-5.1
5/30/91,100.3,98.5,-4.6
6/6/91,100.7,100,-3.9
6/13/91,100.2,91.3,-3.3
6/20/91,100.3,92.7,-2.7
6/27/91,100.2,91.7,-2.2
7/4/91,100.5,96.6,-1.9
7/11/91,100.8,100,-1.1
7/18/91,101,100,-0.3
7/25/91,101.6,100,0.7
8/1/91,101.8,100,1.8
8/8/91,101.9,100,2.7
8/15/91,101.9,100,3.5
8/22/91,101.7,95.7,3.9
8/29/91,102.1,100,4.4
9/5/91,102.2,100,4.9
9/12/91,101.9,95.4,5.2
9/19/91,101.7,91.3,5.5
9/26/91,101.9,95,5.6
10/3/91,101.9,95.8,5.7
10/10/91,101.7,91.3,5.9
10/17/91,101.6,90.2,6
10/24/91,102.2,99.5,6.4
10/31/91,101.6,90.4,6.4
11/7/91,101.5,88.1,6.5
11/14/91,101.4,87,6.5
11/21/91,100.8,77.7,6
11/28/91,100.8,77.6,5.7
12/5/91,101.4,87,5.8
12/12/91,101.2,83.8,5.8
12/19/91,101.3,84.6,6.1
12/26/91,102.1,97.9,6.8
1/2/92,103.5,100,7.9
1/9/92,104,100,9.3
1/16/92,103.9,97.8,10.5
1/23/92,104,100,11.5
1/30/92,104,99.3,11.6
2/6/92,103.7,94,11.4
2/13/92,103.9,97.6,11.3
2/20/92,103.8,95.7,11.1
2/27/92,105.3,100,11.6
3/5/92,105.5,100,12.4
3/12/92,105.8,100,13.2
3/19/92,106.2,100,14.3
3/26/92,106.6,100,14.7
4/2/92,105.7,86.7,14.5
4/9/92,105.2,78.4,13.9
4/16/92,105.2,78.6,13.1
4/23/92,105.6,85.3,12.4
4/30/92,104.7,70.9,11.7
5/7/92,104.4,65.4,11.1
5/14/92,104,60.2,10.4
5/21/92,103.8,57.2,9.3
5/28/92,103.9,57.3,8.8
6/4/92,104,60,8.4
6/11/92,103.6,52.6,8.1
6/18/92,103.7,54.6,7.9
6/25/92,103.7,54.4,7.6
7/2/92,103.9,58.2,7.5
7/9/92,104,59.4,7.5
7/16/92,104.6,69.4,7.9
7/23/92,105.2,78.8,8.5
7/30/92,105.6,84.9,9.2
8/6/92,105.9,90.3,10
8/13/92,105.2,79.3,10.1
8/20/92,106,90.4,10.4
8/27/92,106.4,96.9,10.6
9/3/92,106.9,100,10.9
9/10/92,107.3,100,11.7
9/17/92,107.7,100,12.4
9/24/92,107.5,96.2,12.7
10/1/92,107.5,96.7,12.8
10/8/92,107.3,92.7,12.6
10/15/92,107.5,96.9,12.3
10/22/92,108.2,100,12.4
10/29/92,108.7,100,12.8
11/5/92,109.1,100,13.4
11/12/92,109.7,100,14.2
11/19/92,110,100,14.8
11/26/92,110.2,100,15.2
12/3/92,110.6,100,15.6
12/10/92,110.9,100,15.8
12/17/92,110.9,100,16
12/24/92,111.7,100,16.4
12/31/92,112,100,16.7
1/7/93,111.8,97.3,16.7
1/14/93,112,100,16.9
1/21/93,112.6,100,17
1/28/93,113.2,100,17.2
2/4/93,113.8,100,17.9
2/11/93,114.7,100,18.8
2/18/93,114.9,100,19.6
2/25/93,114.4,92.3,19.7
3/4/93,114.5,94.4,19.7
3/11/93,114.8,98.7,19.3
3/18/93,114.6,95.5,18.8
3/25/93,114.8,97.7,18.6
4/1/93,114.4,93,18.2
4/8/93,113.9,85.7,17.5
4/15/93,113.9,85.4,16.8
4/22/93,113.7,81.9,16
4/29/93,113.2,74.1,15
5/6/93,113.3,76.9,14.4
5/13/93,113.8,83.1,14.1
5/20/93,113.5,79.7,13.7
5/27/93,114.9,99.7,14.1
6/3/93,115.6,100,14.8
6/10/93,116.2,100,15.6
6/17/93,116.3,100,16.4
6/24/93,116.2,98.5,16.6
7/1/93,115.6,90.3,16.1
7/8/93,115.5,89,15.3
7/15/93,115.9,94,14.7
7/22/93,115.6,90.7,14
7/29/93,116,95.4,13.8
8/5/93,116.1,97.1,13.6
8/12/93,116,96.5,13.3
8/19/93,116.3,100,13.2
8/26/93,116.8,100,13.2
9/2/93,117,100,13.3
9/9/93,117.2,100,13.5
9/16/93,117.5,100,13.6
9/23/93,117.1,94.1,13.4
9/30/93,117.1,95,13.1
10/7/93,117.3,96.9,12.7
10/14/93,117.5,100,12.4
10/21/93,118,100,12.5
10/28/93,118.8,100,12.9
11/4/93,119.2,100,13.4
11/11/93,119.7,100,14
11/18/93,120.1,100,14.6
11/25/93,120.2,100,14.8
12/2/93,120.2,100,14.9
12/9/93,120.5,100,14.9
12/16/93,120.5,99.4,14.7
12/23/93,120.9,100,14.7
12/30/93,121.7,100,15.1
1/6/94,122.4,100,15.5
1/13/94,123.6,100,16.5
1/20/94,123.8,100,17.5
1/27/94,124.7,100,18.4
2/3/94,124.6,98.2,19
2/10/94,124.5,97.5,19
2/17/94,124.5,97.4,18.9
2/24/94,124.1,90.8,18.3
3/3/94,122.5,70.3,17
3/10/94,121.4,54.6,15.3
3/17/94,120.9,48.1,13.4
3/24/94,120.6,44.9,11.7
3/31/94,120.7,45.9,10.7
4/7/94,120.7,45.6,10.2
4/14/94,121.2,52,10.1
4/21/94,121,49.4,10
4/28/94,122.3,67.2,10.5
5/5/94,123.1,77.7,11.2
5/12/94,123,76.2,11.7
5/19/94,123.3,81.3,12.4
5/26/94,123.1,77.5,12.4
6/2/94,123,76.1,12
6/9/94,123.2,79.5,11.9
6/16/94,123.3,80.7,11.6
6/23/94,123.1,77.7,11.3
6/30/94,123,76.6,11.1
7/7/94,123.2,79,10.9
7/14/94,123.6,85.4,10.8
7/21/94,124.1,91.6,11
7/28/94,123.8,87.6,11
8/4/94,124,90.8,11.2
8/11/94,124.3,93.8,11.1
8/18/94,124.5,96.5,11
8/25/94,124.7,100,11.2
9/1/94,125.2,100,11.4
9/8/94,125.3,100,11.5
9/15/94,125.3,99.8,11.6
9/22/94,125.4,100,11.6
9/29/94,125.5,100,11.5
10/6/94,125.9,100,11.5
10/13/94,126.3,100,11.6
10/20/94,127.2,100,12.1
10/27/94,127.3,100,12.5
11/3/94,128.2,100,13.2
11/10/94,128.5,100,13.8
11/17/94,128.8,100,14.2
11/24/94,128.6,97.7,14.4
12/1/94,128.9,100,14.4
12/8/94,129.1,100,14.3
12/15/94,129.4,100,14.3
12/22/94,130,100,14.6
12/29/94,129.4,92.1,14.5
1/5/95,128.9,85.2,14.2
1/12/95,129.1,88.6,13.8
1/19/95,129.6,94.5,13.4
1/26/95,129.1,88.3,13.1
2/2/95,129.5,93.6,13.2
2/9/95,129.9,98.1,13.3
2/16/95,130.2,100,13.4
2/23/95,130.2,100,13.7
3/2/95,130.1,99,13.7
3/9/95,130,97,13.6
3/16/95,130.3,100,13.4
3/23/95,130.4,100,13.2
3/30/95,130.1,96,12.9
4/6/95,129.7,90.8,12.5
4/13/95,129.9,93.1,12
4/20/95,129.8,92,11.5
4/27/95,130.6,100,11.4
5/4/95,130.8,100,11.6
5/11/95,131.4,100,11.9
5/18/95,131.8,100,12.5
5/25/95,131.6,97.4,12.6
6/1/95,131.4,95.2,12.6
6/8/95,131.8,100,12.5
6/15/95,131.6,97.7,12.1
